id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,group_id,is_addition,is_show,obtain_ids,sp_description
176,equip-10000176,equip-20000176,5,2,19,"7,10",,,,"1,2",,,"16,20",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_Gsh18,3180,IOP,0,"221,20221",equip-30000176,0.48,0.48,0.08,0.25,3,"pow:500,rate:500,armor_piercing:750",0,0,10,19015,0,0,1,3016,equip-40000176
177,equip-10000177,equip-20000177,5,1,18,,"11,15",,,"-4,-1","12,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M500,3000,MGP,0,"154,20154",equip-30000177,0.45,0.15,0.30000000000000004,0.15,3,"hit:1000,critical_harm_rate:650",0,0,10,18050,0,0,1,3016,equip-40000177
178,equip-10000178,equip-20000178,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_KSVK,3300,IOP,0,"252,20252",equip-30000178,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",0,0,10,19016,0,0,1,3016,equip-40000178
179,equip-10000179,equip-20000179,5,1,18,,,"9,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_M950A,2820,IOP,0,"97,20097",equip-30000179,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:350",0,0,10,18051,0,0,1,3016,equip-40000179
180,equip-10000180,equip-20000180,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_马卡洛夫,2820,FAB,0,"8,20008",equip-30000180,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:350",0,759216,10,18052,9,0,1,3003,equip-40000180
181,equip-10000181,equip-20000181,5,2,19,"7,10",,,,"-4,-4",,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_蝎式,3180,G2R,0,27,equip-30000181,0.48,0.48,0.08,0.25,3,pow:1000,0,0,10,19017,0,0,1,3003,equip-40000181
182,equip-10000182,equip-20000182,5,2,19,"12,15",,,,"-4,-4",,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_79式,3180,S&B,0,127,equip-30000182,0.48,0.48,0.08,0.25,3,pow:700,0,0,10,19018,0,0,1,3056,equip-40000182
183,equip-10000183,equip-20000183,5,3,20,,,,"-3,-3",,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_莉可,3360,IOP,0,1024,equip-30000183,0.55,0.16,0.6000000000000001,0.16,3,critical_harm_rate:800,0,0,10,20024,0,1,1,3057,equip-40000183
184,equip-10000184,equip-20000184,5,3,20,"8,8",,"8,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊_安洁莉卡,3120,IOP,0,1027,equip-30000184,0.30000000000000004,0.25,0.12,0.38,3,"dodge:700,pow:900",0,0,10,20025,0,1,1,3057,equip-40000184
185,equip-10000185,equip-20000185,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_库拉耶丝,2700,IOP,0,1026,equip-30000185,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900716,10,18053,0,1,1,3057,equip-40000185
186,equip-10000186,equip-20000186,5,2,19,"7,10",,,,,"10,15","11,14",,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,配件_特殊_崔耶拉,3240,IOP,0,1025,equip-30000186,0.08,0.53,0.08,0.45,3,"pow:500,critical_harm_rate:500,critical_percent:800",0,0,10,19019,0,1,1,3057,equip-40000186
187,equip-10000187,equip-20000187,5,1,18,,"1,3","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_海莉艾塔,2820,IOP,0,1023,equip-30000187,0.55,0.23,0.23,0.23,3,"dodge:300,critical_percent:700,hit:700",0,0,10,18054,0,1,1,3057,equip-40000187
188,equip-10000188,equip-20000188,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_陨石_库拉耶丝,2700,IOP,0,1026,equip-30000188,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900717,10,18055,0,1,1,3057,equip-40000188
189,equip-10000189,equip-20000189,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_手表_库拉耶丝,2700,IOP,0,1026,equip-30000189,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900718,10,18056,0,1,1,3057,equip-40000189
190,equip-10000190,equip-20000190,5,3,20,"10,10","3,5",,,,"10,10",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_Gbox_G11,3120,404后勤部,0,"122,20122",equip-30000190,0.30000000000000004,0.25,0.12,0.38,3,"pow:1000,hit:1000,critical_harm_rate:1500",0,0,10,20026,0,0,1,3016,equip-40000190
191,equip-10000191,equip-20000191,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_枪托_Super SASS,2700,MGP,0,"124,20124",equip-30000191,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,pow:1000",0,0,10,18057,0,0,1,3016,equip-40000191
192,equip-10000192,equip-20000192,5,3,20,"-8,-6",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_RO635,3120,IOP,0,"143,20143",equip-30000192,0.30000000000000004,0.25,0.12,0.38,3,dodge:800,0,0,10,20027,0,0,1,3016,equip-40000192
193,equip-10000193,equip-20000193,5,3,20,,,"1,2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_97霰,3060,IOP,0,"161,20161",equip-30000193,0.23,0.23,0.33,0.38,3,armor:400,0,0,10,20028,0,0,1,3016,equip-40000193
194,equip-10000194,equip-20000194,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_谢尔久科夫,2820,IOP,0,113,equip-30000194,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:350",0,0,10,18058,0,0,1,3003,equip-40000194
195,equip-10000195,equip-20000195,5,2,19,"8,10",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_阿斯特拉,3600,ILM,0,14,equip-30000195,0.48,0.48,0.08,0.25,3,pow:1000,0,0,10,19020,0,0,1,3003,equip-40000195
196,equip-10000196,equip-20000196,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_幽灵,2820,IOP,0,92,equip-30000196,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,0,10,18059,0,0,1,3003,equip-40000196
197,equip-10000197,equip-20000197,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_索米,3120,IOP,0,"115,20115",equip-30000197,0.30000000000000004,0.25,0.12,0.38,3,dodge:900,0,0,10,20029,0,0,1,3031,equip-40000197
198,equip-10000198,equip-20000198,5,1,18,,,"7,10",,,,"16,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_NZ75,2820,IOP,0,126,equip-30000198,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:500",0,0,10,18060,0,0,1,3058,equip-40000198
199,equip-10000199,equip-20000199,5,1,18,,,"8,8",,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_特工Vector,2820,SC,0,1028,equip-30000199,0.55,0.23,0.23,0.23,1,"dodge:300,critical_percent:350",0,900992,10,18061,1,1,1,3059,equip-40000199
200,equip-10000200,equip-20000200,5,2,19,"10,10",,,,,,,"-7,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_空尖弹_特工Vector,3180,SHD,0,1028,equip-30000200,0.48,0.48,0.08,0.25,1,pow:500,0,900993,10,19021,1,1,1,3060,equip-40000200
201,equip-10000201,equip-20000201,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_特工Vector,3120,SHD,0,1028,equip-30000201,0.30000000000000004,0.23,0.15,0.38,1,dodge:400,0,900994,10,20030,1,1,1,3032,equip-40000201
202,equip-10000202,equip-20000202,5,1,18,,,,,,,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_特工416,3600,TC,0,1029,equip-30000202,0.45,0.15,0.30000000000000004,0.15,1,critical_percent:1000,0,901014,10,18062,2,1,1,3059,equip-40000202
203,equip-10000203,equip-20000203,5,2,19,"12,12",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_特工416,3480,SHD,0,1029,equip-30000203,0.15,0.6000000000000001,0.38,0.23,1,pow:700,0,901015,10,19022,2,1,1,3060,equip-40000203
204,equip-10000204,equip-20000204,5,3,20,,,"12,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_X_特工416,3120,SHD,0,1029,equip-30000204,0.30000000000000004,0.25,0.12,0.38,1,dodge:700,0,901016,10,20031,2,1,1,3033,equip-40000204
205,equip-10000205,equip-20000205,5,3,20,"10,10","3,5","-10,-5",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_护木_加利尔,3120,MI,0,"71,20071",equip-30000205,0.30000000000000004,0.25,0.12,0.38,3,"pow:500,hit:1000",0,0,10,20032,0,0,1,3016,equip-40000205
206,equip-10000206,equip-20000206,5,2,19,"8,12","4,6",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_M1897,3600,IOP,0,"152,20152",equip-30000206,0.08,0.53,0.08,0.45,3,"pow:500,hit:1000",0,0,10,19023,0,0,1,3016,equip-40000206
207,equip-10000207,equip-20000207,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_PP19,2820,ZNT,0,"136,20136",equip-30000207,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,902133,10,18063,0,0,1,3016,equip-40000207
208,equip-10000208,equip-20000208,5,1,18,,,,,,"3,5","17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_Ots-44,2700,IOP,0,145,equip-30000208,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,critical_harm_rate:1000",0,0,10,18064,0,0,1,3003,equip-40000208
209,equip-10000209,equip-20000209,5,1,18,"3,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_63式,2820,IOP,0,133,equip-30000209,0.55,0.23,0.23,0.23,3,"critical_percent:1000,pow:1000",0,0,10,18065,0,0,1,3003,equip-40000209
210,equip-10000210,equip-20000210,5,1,18,,,"6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_SCW,2820,CT,0,169,equip-30000210,0.55,0.23,0.23,0.23,3,"dodge:900,critical_percent:1000",0,0,10,18066,0,0,1,3003,equip-40000210
211,equip-10000211,equip-20000211,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_四式,3300,IOP,0,270,equip-30000211,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",0,902239,10,19024,0,0,1,"3004,3096",equip-40000211
212,equip-10000212,equip-20000212,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_56式半,3300,IOP,0,"49,20049",equip-30000212,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",0,0,10,19025,0,0,1,3016,equip-40000212
213,equip-10000213,equip-20000213,5,3,20,,,"12,15",,,,,,"3,5",,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_行动包_维尔德,3120,IOP,0,"114,20114",equip-30000213,0.30000000000000004,0.25,0.12,0.38,3,dodge:700,902257,902256,10,20033,0,0,1,3016,equip-40000213
214,equip-10000214,equip-20000214,5,3,20,"3,5",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_求生刀_F1,3600,IOP,0,"20178,178",equip-30000214,0.30000000000000004,0.25,0.12,0.38,3,"dodge:450,pow:1000",0,0,10,20034,0,0,1,3016,equip-40000214
215,equip-10000215,equip-20000215,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_80式,3300,IOP,0,"199,20199",equip-30000215,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",0,0,10,19026,0,0,1,3016,equip-40000215
216,equip-10000216,equip-20000216,5,2,19,"6,8",,,,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_独头弹_防卫者,3240,IOP,0,302,equip-30000216,0.08,0.39,0.08,0.48,3,"critical_percent:1000,pow:900",0,115807,10,19027,0,0,1,3005,equip-40000216
217,equip-10000217,equip-20000217,5,1,18,"3,3",,,,,,"25,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_WA2000,3600,SB,0,48,equip-30000217,0.45,0.15,0.30000000000000004,0.15,3,"pow:700,critical_percent:1000",0,0,10,18067,0,0,1,3034,equip-40000217
218,equip-10000218,equip-20000218,5,3,20,,,"16,20",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_64式,3120,IOP,0,"94,20094",equip-30000218,0.30000000000000004,0.25,0.12,0.38,3,dodge:500,0,"902391,759141",10,20035,6,0,1,3006,equip-40000218
219,equip-10000219,equip-20000219,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_ppsh41,2820,IOP,0,"21,20021",equip-30000219,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,759221,10,18068,10,0,1,3003,equip-40000219
220,equip-10000220,equip-20000220,5,1,18,,"14,16",,,,"3,5","15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_1919,2820,IOP,0,"80,20080",equip-30000220,0.55,0.23,0.23,0.23,3,"hit:1000,critical_harm_rate:1000,critical_percent:1000",0,759268,10,18069,16,0,1,3003,equip-40000220
221,equip-10000221,equip-20000221,5,2,19,"2,3",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹闸_子弹_汉阳造,3300,16Lab,0,"95,20095",equip-30000221,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:700",0,759274,10,19028,15,0,1,3003,equip-40000221
222,equip-10000222,equip-20000222,3,1,16,,"3,5",,,,,"5,8",,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,配件_备用瞄具_N,2040,TJC,0,,equip-30000222,0.45,0.15,0.30000000000000004,0.15,1,"hit:600,critical_percent:900",0,0,10,16001,0,0,1,"3001,3028",equip-40000222
223,equip-10000223,equip-20000223,4,1,16,,"6,9",,,,,"9,12",,,,,,,,0,0,0,0,0,0,0,0,3,1,1,1,配件_备用瞄具_N,2940,TJC,0,,equip-30000223,0.45,0.15,0.30000000000000004,0.15,1,"hit:700,critical_percent:700",0,0,10,16001,0,0,1,"3001,3028",equip-40000223
224,equip-10000224,equip-20000224,5,1,16,,"10,12",,,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_N,3540,TJC,0,,equip-30000224,0.45,0.15,0.30000000000000004,0.15,1,"hit:700,critical_percent:1000",0,0,10,16001,0,0,1,"3001,3028",equip-40000224
225,equip-10000225,equip-20000225,5,2,6,,,,,"-5,-1",,,,,,,,,,0,150,0,0,0,0,0,0,4,4,0,2,弹匣_信号弹_N,3420,IOP,0,,equip-30000225,0.48,0.48,0.08,0.45,1,,0,300903,0,6004,0,0,1,"3001,3028",equip-40000225
226,equip-10000226,equip-20000226,4,2,5,"1,3",,,,,,,"50,60",,,,,,,0,0,0,0,0,0,0,0,0,3,1,2,弹匣_狙击弹_N,2400,IOP,0,,equip-30000226,0.08,0.5,0.30000000000000004,0.30000000000000004,1,"pow:700,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3028",equip-40000226
227,equip-10000227,equip-20000227,5,2,5,"6,8",,,,,,,"70,80",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_狙击弹_N,3000,IOP,0,,equip-30000227,0.08,0.5,0.30000000000000004,0.30000000000000004,1,"pow:300,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3028",equip-40000227
228,equip-10000228,equip-20000228,4,2,17,,,,,"-5,-5",,,"190,200",,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,弹匣_脱壳穿甲弹_N,2880,IOP,0,,equip-30000228,0.08,0.5,0.08,0.08,1,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3028",equip-40000228
229,equip-10000229,equip-20000229,5,2,17,,,,,"-5,-5",,,"240,250",,,,,,,0,0,0,0,0,0,0,0,1,5,1,1,弹匣_脱壳穿甲弹_N,3480,IOP,0,,equip-30000229,0.08,0.5,0.08,0.08,1,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3028",equip-40000229
230,equip-10000230,equip-20000230,4,2,7,,,,,"3,4","-30,-15",,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,2,弹匣_霰弹_鸟弹_N,2700,IOP,0,,equip-30000230,0.08,0.39,0.08,0.48,1,rate:500,300908,300907,10,7003,0,0,1,"3001,3028",equip-40000230
231,equip-10000231,equip-20000231,5,2,7,,,,,"6,8","-20,-10",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鸟弹_N,3300,IOP,0,,equip-30000231,0.08,0.39,0.08,0.48,1,rate:500,300908,300907,10,7003,0,0,1,"3001,3028",equip-40000231
232,equip-10000232,equip-20000232,3,3,9,"1,3",,,,"3,5","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,人形装备_运算芯片_N,1560,IOP,0,,equip-30000232,0.30000000000000004,0.23,0.15,0.38,1,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3028",equip-40000232
233,equip-10000233,equip-20000233,4,3,9,"4,6",,,,"8,10","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,3,2,0,1,人形装备_运算芯片_N,2460,IOP,0,,equip-30000233,0.30000000000000004,0.23,0.15,0.38,1,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3028",equip-40000233
234,equip-10000234,equip-20000234,5,3,9,"8,10",,,,"12,16","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,4,3,0,2,人形装备_运算芯片_N,3060,IOP,0,,equip-30000234,0.30000000000000004,0.23,0.15,0.38,1,"pow:500,rate:600",0,0,10,9001,0,0,1,"3001,3028",equip-40000234
235,equip-10000235,equip-20000235,5,2,7,,"8,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_闪光弹_N,3420,IOP,0,,equip-30000235,0.08,0.39,0.08,0.48,1,hit:700,0,300902,10,7004,0,0,1,"3001,3028",equip-40000235
236,equip-10000236,equip-20000236,5,3,20,"-8,-8",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_THOMPSON,3120,AO,0,16,equip-30000236,0.30000000000000004,0.25,0.12,0.38,3,dodge:600,116202,116201,10,20036,0,0,1,"3007,3096",equip-40000236
237,equip-10000237,equip-20000237,5,3,20,,,"10,20","3,3",,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_灰熊MkV,3120,IOP,0,96,equip-30000237,0.30000000000000004,0.25,0.12,0.38,3,dodge:500,0,100507,10,20037,0,0,1,"3008,3096",equip-40000237
238,equip-10000238,equip-20000238,5,2,19,"5,8",,,,,,,,,,,,,,0,150,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_马卡洛夫,3600,HND,0,"8,20008",equip-30000238,0.48,0.48,0.08,0.25,3,pow:1000,0,"300903,759217",10,19029,9,0,1,3016,equip-40000238
239,equip-10000239,equip-20000239,5,2,19,"-5,-1",,,,,,,"300,300",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_MG4,3300,HST,0,"125,20125",equip-30000239,0.08,0.5,0.30000000000000004,0.30000000000000004,3,armor_piercing:1000,0,"803906,759190",10,19030,8,0,1,3016,equip-40000239
240,equip-10000240,equip-20000240,5,3,20,,,,"3,3",,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_RMB93,3060,IOP,0,"159,20159",equip-30000240,0.23,0.23,0.33,0.33,3,armor:500,0,0,10,20038,0,0,1,3016,equip-40000240
241,equip-10000241,equip-20000241,5,2,19,"2,4","5,5",,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_XM3,3300,IOP,0,"200,20200",equip-30000241,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:500",0,0,10,19031,0,0,1,3016,equip-40000241
242,equip-10000242,equip-20000242,5,2,19,"1,2",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_SVD,3300,IOP,0,43,equip-30000242,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",756005,756004,10,19032,0,0,1,"3009,3096",equip-40000242
243,equip-10000243,equip-20000243,5,1,18,"2,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄具_F2000,3600,FNH,0,107,equip-30000243,0.45,0.15,0.30000000000000004,0.15,3,"pow:1000,critical_percent:1000",0,0,10,18070,0,0,1,3003,equip-40000243
244,equip-10000244,equip-20000244,5,1,18,"4,6","6,10","6,8",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息瞄具_PP2000,3600,IOP,0,24,equip-30000244,0.45,0.15,0.30000000000000004,0.15,3,"pow:400,hit:400,dodge:500",0,0,10,18071,0,0,1,3003,equip-40000244
245,equip-10000245,equip-20000245,5,1,18,,"10,12","6,8",,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_Glock17,3540,ZEVT,0,15,equip-30000245,0.45,0.15,0.30000000000000004,0.15,3,"hit:700,dodge:500,critical_percent:1000",0,0,10,18072,0,0,1,3003,equip-40000245
246,equip-10000246,equip-20000246,5,1,18,,,"7,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_杰里科,2820,IWI,0,248,equip-30000246,0.55,0.23,0.23,0.23,3,"dodge:1500,critical_percent:350",0,756060,10,18073,0,0,1,3010,equip-40000246
247,equip-10000247,equip-20000247,5,1,18,,,,,,"8,10","20,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_TAC50,3600,MCM,0,222,equip-30000247,0.45,0.15,0.30000000000000004,0.15,3,"critical_harm_rate:500,critical_percent:1000",0,0,10,18074,0,0,1,"3061,3096",equip-40000247
248,equip-10000248,equip-20000248,5,3,20,"8,10",,,,"12,16",,,,,,,,,,0,0,0,0,0,0,0,0,4,3,0,2,人形_芯片_9A91,3060,IOP,0,118,equip-30000248,0.30000000000000004,0.23,0.15,0.38,3,"pow:500,rate:600",0,756117,10,20042,0,0,1,"3011,3096",equip-40000248
249,equip-10000249,equip-20000249,5,1,18,"6,6","10,10","10,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊人形_SR3MP,3600,IOP,0,135,equip-30000249,0.55,0.23,0.23,0.23,3,"pow:700,hit:1000",0,0,10,18077,0,0,1,3036,equip-40000249
250,equip-10000250,equip-20000250,5,3,20,"8,10",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊_PDW,3120,AO,0,203,equip-30000250,0.30000000000000004,0.25,0.12,0.38,3,"pow:500,dodge:400",0,759011,10,20043,0,0,1,3012,equip-40000250
251,equip-10000251,equip-20000251,5,1,18,,"12,18","3,5",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_米诺斯,3000,IOP,0,1034,equip-30000251,0.45,0.15,0.30000000000000004,0.15,3,hit:1000,0,0,10,18075,0,1,1,3062,equip-40000251
252,equip-10000252,equip-20000252,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_百合铃,2700,IOP,0,1033,equip-30000252,0.45,0.15,0.30000000000000004,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,0,10,18076,0,1,1,3062,equip-40000252
253,equip-10000253,equip-20000253,5,3,20,"3,5",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_小邪神,3600,IOP,0,1030,equip-30000253,0.30000000000000004,0.25,0.12,0.38,3,"dodge:450,pow:1000",0,0,10,20039,0,1,1,3062,equip-40000253
254,equip-10000254,equip-20000254,5,3,20,,,,"-3,-3",,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_佩柯拉,3360,IOP,0,1031,equip-30000254,0.55,0.16,0.6000000000000001,0.16,3,critical_harm_rate:800,0,0,10,20040,0,1,1,3062,equip-40000254
255,equip-10000255,equip-20000255,5,3,20,"10,12",,,,"12,16","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_美杜莎,3120,IOP,0,1032,equip-30000255,0.30000000000000004,0.25,0.12,0.38,3,"pow:500,rate:600",0,0,10,20041,0,1,1,3062,equip-40000255
256,equip-10000256,equip-20000256,5,3,20,,,,,,,"12,15",,,,,,,"3,4",0,0,0,0,0,0,0,0,1,1,1,5,人形_特殊_M249SAW,3420,TYRT,0,79,equip-30000256,0.1,0.1,0.1,0.55,3,"bullet_number_up:500,critical_percent:700",0,0,10,20044,0,0,1,3003,equip-40000256
257,equip-10000257,equip-20000257,5,1,18,,"14,16",,,,,"18,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_DP28,3600,AXI,0,82,equip-30000257,0.45,0.15,0.30000000000000004,0.15,3,"hit:1000,critical_percent:1000",0,0,10,18077,0,0,1,3003,equip-40000257
258,equip-10000258,equip-20000258,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_特殊_PzB39,3300,IOP,0,180,equip-30000258,0.08,0.5,0.30000000000000004,0.30000000000000004,3,"armor_piercing:500,pow:1000",0,0,10,19033,0,0,1,3003,equip-40000258
259,equip-10000259,equip-20000259,5,3,20,,,,,,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_MondragonM1908,3360,IOP,0,317,equip-30000259,0.55,0.16,0.6000000000000001,0.16,3,critical_harm_rate:800,0,759012,10,20045,0,0,1,3013,equip-40000259
